,us_house_price_idx,us_consumer_confidence,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_qoq_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_delinquency_rate,us_cpi,us_unemployment,us_sp500_close,us_sp500_log_ret
2023-03-31,147.381040481967,98.58346,22439.607,2.3111462286238282,3.66,4.64,-0.9799999999999995,106.84,-0.005693234846759387,75.68,-0.05751071259293175,40248.554,0.6998956736619766,4.583744082880914,101.0205,18.7,-0.14740529168772684,2.47,4.917719362889961,3.5,4109.31005859375,0.06791299567281989
2023-06-30,149.043363364415,98.68858,22580.499,2.792610476283919,3.75,5.4,-1.6500000000000004,107.27,0.0040166323675776975,70.66,-0.06863428281262386,40457.113,0.5181776219836287,3.333884520766772,100.1196,13.59,-0.3191892956974885,2.75,3.070617072997095,3.6,4450.3798828125,0.07973431399747659
2023-09-30,151.299541979656,98.87202,22840.989,3.2331922827038895,4.38,5.46,-1.08,109.14,0.017282441148747968,90.77,0.25044919260753673,40668.132,0.5215868962276105,2.641715802093625,101.0211,17.52,0.25400885734519296,2.94,3.687206638119256,3.7,4288.0498046875,-0.03715742085857204
2023-12-31,152.407510338912,99.04315,23033.78,3.390893713155063,4.02,4.79,-0.7700000000000005,106.67,-0.022891505120694385,71.89,-0.23319166154275564,40892.094,0.5507063860223482,2.310000992273631,100.6031,12.45,-0.34162246259752876,3.1,3.3159099427102934,3.8,4769.830078125,0.10647864263095763
2024-03-31,152.760309697548,99.36462,23082.119,2.8632943527041155,4.21,5.03,-0.8200000000000003,108.4,0.01608813236815447,83.96,0.15520332195665204,41158.249,0.6508715352165684,2.2601929997286607,100.4575,13.01,0.04399766961369727,3.17,3.4868349120836584,3.9,5254.35009765625,0.0967456423109405
2024-06-30,153.539549860848,99.41647,23286.508,3.1266315239534936,4.31,5.09,-0.7800000000000002,111.04,0.02406240775294865,82.83,-0.013550180342259433,41489.309,0.8043588054486905,2.551333803773903,100.894,12.44,-0.04480120521338059,3.22,2.9702579486470926,4.1,5460.47998046875,0.03848037086176328
2024-09-30,154.412835006889,99.61661,23478.57,2.7913896372876,3.72,3.98,-0.2599999999999998,108.79,-0.020471078325503125,68.75,-0.18631357806349202,41835.494,0.8343956752810744,2.8704588644494544,99.8084,16.73,0.29628642768769925,3.2,2.4264830315416708,4.1,5762.47998046875,0.05383123980767914
2024-12-31,155.442612653776,99.93683,23586.542,2.3997884845648576,4.39,4.16,0.22999999999999954,113.45,0.0419427927928594,72.44,0.052281896468532,41746.359,-0.21306070868913896,2.0890713006773476,100.3273,17.35,0.036388991394135733,3.08,2.870690967509981,4.1,5881.6298828125,0.02046598024320146
2025-03-31,155.349399988534,99.8138,23548.21,2.0192730138857806,4.28,4.03,0.25,112.91,-0.004771170033419958,71.87,-0.007899701534861326,41932.4,0.4456460502340054,1.8809133498366215,101.0404,22.28,0.250096908666215,3.06,2.381981462805549,4.2,5611.85009765625,-0.04695346360899079
2025-06-30,154.557746808787,99.75742,23770.976,2.0804665087611918,4.38,3.96,0.41999999999999993,108.72,-0.037815271349542455,66.3,-0.08066903428853459,42224.199,0.6958795585275235,1.7712755833074967,101.4785,16.73,-0.2864859000603507,3.04,2.680453865910226,4.1,6204.9501953125,0.10046694123752506
2025-09-30,153.894276899797,99.97827,24026.834,2.335167772142843,4.12,3.68,0.43999999999999995,108.27,-0.004147662520081373,63.17,-0.04836039228120774,42637.245,0.9782210433405769,1.916437272140259,101.668,16.28,-0.027266154424338346,2.98,3.0225715847133294,4.4,6688.4599609375,0.07503625539793267
2025-12-31,153.955189510694,100.4335,24055.749,1.9892996607980828,4.14,3.48,0.6599999999999997,107.51,-0.007044240825670113,57.26,-0.09822720524064008,,,,101.6781,14.95,-0.08522606073769895,2.94,2.653304114557753,4.4,6845.5,0.02320785461047911
