,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_mom_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_sp500_close,us_sp500_log_ret,us_house_price_idx,us_cpi,us_unemployment,us_consumer_confidence,us_delinquency_rate
1932-08-31,,,,,,,,,,,,,3.7968,,,,,,,,,
1932-09-30,,,,,,,,,,,,,4.0391,,,,,,,,,
1932-10-31,,,,,,,,,,,,,4.1738,,,,,,,,,
1932-11-30,,,,,,,,,,,,,4.1738,,,,,,,,,
1932-12-31,,,,,,,,,,,,,4.093,,,,,,,,,
1933-01-31,,,,,,,,,,,,,4.0122,,,,,,,,,
1933-02-28,,,,,,,,,,,,,4.0391,,,,,,,,,
1933-03-31,,,,,,,,,,,,,3.7968,,,,,,,,,
1933-04-30,,,,,,,,,,,,,4.0661,,,,,,,,,
1933-05-31,,,,,,,,,,,,,4.7392,,,,,,,,,
1933-06-30,,,,,,,,,,,,,5.4663,,,,,,,,,
1933-07-31,,,,,,,,,,,,,5.9779,,,,,,,,,
1933-08-31,,,,,,,,,,,,,5.7356,,,,,,,,,
1933-09-30,,,,,,,,,,,,,5.4124,,,,,,,,,
1933-10-31,,,,,,,,,,,,,5.1432,,,,,,,,,
1933-11-30,,,,,,,,,,,,,4.847,,,,,,,,,
1933-12-31,,,,,,,,,,,,,4.8739,,,,,,,,,
1934-01-31,,,,,,,,,,,,,5.0354,,,,,,,,,
1934-02-28,,,,,,,,,,,,,5.2778,,,,,,,,,
1934-03-31,,,,,,,,,,,,,5.5201,,,,,,,,,
1934-04-30,,,,,,,,,,,,,5.5201,,,,,,,,,
1934-05-31,,,,,,,,,,,,,5.6278,,,,,,,,,
1934-06-30,,,,,,,,,,,,,5.5201,,,,,,,,,
1934-07-31,,,,,,,,,,,,,5.1432,,,,,,,,,
1934-08-31,,,,,,,,,,,,,5.0893,,,,,,,,,
1934-09-30,,,,,,,,,,,,,4.7931,,,,,,,,,
1934-10-31,,,,,,,,,,,,,5.0085,,,,,,,,,
1934-11-30,,,,,,,,,,,,,5.0624,,,,,,,,,
1934-12-31,,,,,,,,,,,,,5.3855,,,,,,,,,
1935-01-31,,,,,,,,,,,,,5.8163,,,,,,,,,
1935-02-28,,,,,,,,,,,,,5.9241,,,,,,,,,
1935-03-31,,,,,,,,,,,,,5.8971,,,,,,,,,
1935-04-30,,,,,,,,,,,,,5.7894,,,,,,,,,
1935-05-31,,,,,,,,,,,,,5.7894,,,,,,,,,
1935-06-30,,,,,,,,,,,,,5.8702,,,,,,,,,
1935-07-31,,,,,,,,,,,,,5.8702,,,,,,,,,
1935-08-31,,,,,,,,,,,,,6.0856,,,,,,,,,
1935-09-30,,,,,,,,,,,,,6.2472,,,,,,,,,
1935-10-31,,,,,,,,,,,,,6.4357,,,,,,,,,
1935-11-30,,,,,,,,,,,,,6.5703,,,,,,,,,
1935-12-31,,,,,,,,,,,,,6.6511,,,,,,,,,
1936-01-31,,,,,,,,,,,,,6.5434,,,,,,,,,
1936-02-29,,,,,,,,,,,,,6.3818,,,,,,,,,
1936-03-31,,,,,,,,,,,,,6.4626,,,,,,,,,
1936-04-30,,,,,,,,,,,,,6.8665,,,,,,,,,
1936-05-31,,,,,,,,,,,,,7.0012,,,,,,,,,
1936-06-30,,,,,,,,,,,,,7.1358,,,,,,,,,
1936-07-31,,,,,,,,,,,,,7.2704,,,,,,,,,
1936-08-31,,,,,,,,,,,,,7.3781,,,,,,,,,
1936-09-30,,,,,,,,,,,,,7.5128,,,,,,,,,
1936-10-31,,,,,,,,,,,,,7.6205,,,,,,,,,
1936-11-30,,,,,,,,,,,,,7.8359,,,,,,,,,
1936-12-31,,,,,,,,,,,,,8.0783,,,,,,,,,
1937-01-31,,,,,,,,,,,,,8.0513,,,,,,,,,
1937-02-28,,,,,,,,,,,,,8.159,,,,,,,,,
1937-03-31,,,,,,,,,,,,,8.3475,,,,,,,,,
1937-04-30,,,,,,,,,,,,,8.3475,,,,,,,,,
1937-05-31,,,,,,,,,,,,,8.3745,,,,,,,,,
1937-06-30,,,,,,,,,,,,,8.2667,,,,,,,,,
1937-07-31,,,,,,,,,,,,,8.3206,,,,,,,,,
1937-08-31,,,,,,,,,,,,,8.2667,,,,,,,,,
1937-09-30,,,,,,,,,,,,,7.9975,,,,,,,,,
1937-10-31,,,,,,,,,,,,,7.4051,,,,,,,,,
1937-11-30,,,,,,,,,,,,,6.678,,,,,,,,,
1937-12-31,,,,,,,,,,,,,6.0856,,,,,,,,,
1938-01-31,,,,,,,,,,,,,5.951,,,,,,,,,
1938-02-28,,,,,,,,,,,,,5.8971,,,,,,,,,
1938-03-31,,,,,,,,,,,,,5.8971,,,,,,,,,
1938-04-30,,,,,,,,,,,,,5.7894,,,,,,,,,
1938-05-31,,,,,,,,,,,,,5.6548,,,,,,,,,
1938-06-30,,,,,,,,,,,,,5.7086,,,,,,,,,
1938-07-31,,,,,,,,,,,,,6.0318,,,,,,,,,
1938-08-31,,,,,,,,,,,,,6.3549,,,,,,,,,
1938-09-30,,,,,,,,,,,,,6.5434,,,,,,,,,
1938-10-31,,,,,,,,,,,,,6.705,,,,,,,,,
1938-11-30,,,,,,,,,,,,,6.9742,,,,,,,,,
1938-12-31,,,,,,,,,,,,,7.055,,,,,,,,,
1939-01-31,,,,,,,,,,,,,7.055,,,,,,,,,
1939-02-28,,,,,,,,,,,,,7.1089,,,,,,,,,
1939-03-31,,,,,,,,,,,,,7.1358,,,,,,,,,
1939-04-30,,,,,,,,,,,,,7.1089,,,,,,,,,
1939-05-31,,,,,,,,,,,,,7.0819,,,,,,,,,
1939-06-30,,,,,,,,,,,,,7.2435,,,,,,,,,
1939-07-31,,,,,,,,,,,,,7.4589,,,,,,,,,
1939-08-31,,,,,,,,,,,,,7.5666,,,,,,,,,
1939-09-30,,,,,,,,,,,,,8.0244,,,,,,,,,
1939-10-31,,,,,,,,,,,,,8.4283,,,,,,,,,
1939-11-30,,,,,,,,,,,,,8.6437,,,,,,,,,
1939-12-31,,,,,,,,,,,,,8.6437,,,,,,,,,
1940-01-31,,,,,,,,,,,,,8.536,,,,,,,,,
1940-02-29,,,,,,,,,,,,,8.2667,,,,,,,,,
1940-03-31,,,,,,,,,,,,,8.0783,,,,,,,,,
1940-04-30,,,,,,,,,,,,,8.2398,,,,,,,,,
1940-05-31,,,,,,,,,,,,,8.4822,,,,,,,,,
1940-06-30,,,,,,,,,,,,,8.7514,,,,,,,,,
1940-07-31,,,,,,,,,,,,,8.8592,,,,,,,,,
1940-08-31,,,,,,,,,,,,,8.913,,,,,,,,,
1940-09-30,,,,,,,,,,,,,9.1015,,,,,,,,,
1940-10-31,,,,,,,,,,,,,9.2361,,,,,,,,,
1940-11-30,,,,,,,,,,,,,9.4516,,,,,,,,,
1940-12-31,,,,,,,,,,,,,9.7747,,,,,,,,,
1941-01-31,,,,,,,,,,,,,10.017,,,,,,,,,
1941-02-28,,,,,,,,,,,,,10.3132,,,,,,,,,
1941-03-31,,,,,,,,,,,,,10.6364,,,,,,,,,
1941-04-30,,,,,,,,,,,,,10.6633,,,,,,,,,
1941-05-31,,,,,,,,,,,,,11.148,,,,,,,,,
1941-06-30,,,,,,,,,,,,,11.2288,,,,,,,,,
1941-07-31,,,,,,,,,,,,,11.3634,,,,,,,,,
1941-08-31,,,,,,,,,,,,,11.4981,,,,,,,,,
1941-09-30,,,,,,,,,,,,,11.4981,,,,,,,,,
1941-10-31,,,,,,,,,,,,,11.6058,,,,,,,,,
1941-11-30,,,,,,,,,,,,,11.6596,,,,,,,,,
1941-12-31,,,,,,,,,,,,,11.8481,,,,,,,,,
1942-01-31,,,,,,,,,,,,,12.0905,,,,,,,,,
1942-02-28,,,,,,,,,,,,,12.3059,,,,,,,,,
1942-03-31,,,,,,,,,,,,,12.4405,,,,,,,,,
1942-04-30,,,,,,,,,,,,,12.0905,,,,,,,,,
1942-05-31,,,,,,,,,,,,,12.1174,,,,,,,,,
1942-06-30,,,,,,,,,,,,,12.1443,,,,,,,,,
1942-07-31,,,,,,,,,,,,,12.4405,,,,,,,,,
1942-08-31,,,,,,,,,,,,,12.8175,,,,,,,,,
1942-09-30,,,,,,,,,,,,,13.1137,,,,,,,,,
1942-10-31,,,,,,,,,,,,,13.5445,,,,,,,,,
1942-11-30,,,,,,,,,,,,,13.8677,,,,,,,,,
1942-12-31,,,,,,,,,,,,,14.1908,,,,,,,,,
1943-01-31,,,,,,,,,,,,,14.3255,,,,,,,,,
1943-02-28,,,,,,,,,,,,,14.7024,,,,,,,,,
1943-03-31,,,,,,,,,,,,,14.8102,,,,,,,,,
1943-04-30,,,,,,,,,,,,,14.9986,,,,,,,,,
1943-05-31,,,,,,,,,,,,,15.1063,,,,,,,,,
1943-06-30,,,,,,,,,,,,,15.0256,,,,,,,,,
1943-07-31,,,,,,,,,,,,,15.4833,,,,,,,,,
1943-08-31,,,,,,,,,,,,,15.8064,,,,,,,,,
1943-09-30,,,,,,,,,,,,,16.2104,,,,,,,,,
1943-10-31,,,,,,,,,,,,,16.4527,,,,,,,,,
1943-11-30,,,,,,,,,,,,,16.6681,,,,,,,,,
1943-12-31,,,,,,,,,,,,,16.4527,,,,,,,,,
1944-01-31,,,,,,,,,,,,,16.6412,,,,,,,,,
1944-02-29,,,,,,,,,,,,,16.7758,,,,,,,,,
1944-03-31,,,,,,,,,,,,,16.7489,,,,,,,,,
1944-04-30,,,,,,,,,,,,,16.7489,,,,,,,,,
1944-05-31,,,,,,,,,,,,,16.6412,,,,,,,,,
1944-06-30,,,,,,,,,,,,,16.5874,,,,,,,,,
1944-07-31,,,,,,,,,,,,,16.5604,,,,,,,,,
1944-08-31,,,,,,,,,,,,,16.7758,,,,,,,,,
1944-09-30,,,,,,,,,,,,,16.6681,,,,,,,,,
1944-10-31,,,,,,,,,,,,,16.722,,,,,,,,,
1944-11-30,,,,,,,,,,,,,16.5873,,,,,,,,,
1944-12-31,,,,,,,,,,,,,16.5335,,,,,,,,,
1945-01-31,,,,,,,,,,,,,16.3719,,,,,,,,,
1945-02-28,,,,,,,,,,,,,16.3181,,,,,,,,,
1945-03-31,,,,,,,,,,,,,16.2104,,,,,,,,,
1945-04-30,,,,,,,,,,,,,15.9142,,,,,,,,,
1945-05-31,,,,,,,,,,,,,15.4833,,,,,,,,,
1945-06-30,,,,,,,,,,,,,15.1333,,,,,,,,,
1945-07-31,,,,,,,,,,,,,14.7832,,,,,,,,,
1945-08-31,,,,,,,,,,,,,13.2483,,,,,,,,,
1945-09-30,,,,,,,,,,,,,12.0635,,,,,,,,,
1945-10-31,,,,,,,,,,,,,11.5788,,,,,,,,,
1945-11-30,,,,,,,,,,,,,12.0097,,,,,,,,,
1945-12-31,,,,,,,,,,85.382,,,12.0635,,,,,,,,,
1946-01-31,,,,,,,,,,86.62613585939454,1.4571406846812351,,11.3903,,,,,,,,,
1946-02-28,,,,,,,,,,87.74459182871875,1.2911299323562275,,10.8249,,,,,,,,,
1946-03-31,,,,,,,,,,88.98,1.4079593346252306,,11.9558,,,,,,,,,
1946-04-30,,,,,,,,,,90.17560398867877,1.343677218115058,,11.7404,,,,,,,,,
1946-05-31,,,,,,,,,,91.41424219769767,1.3735845996378337,,11.3096,,,,,,,,,
1946-06-30,,,,,,,,,,92.619,1.3179103970438755,,12.0097,,,,,,,,,
1946-07-31,,,,,,,,,,93.87008310639642,1.350784511165548,,12.4136,,,,,,,,,
1946-08-31,,,,,,,,,,95.11445525422624,1.325632306535196,,12.8714,,,,,,,,,
1946-09-30,,,,,,,,,,96.297,1.2432860416568658,,13.1137,,,,,,,,,
1946-10-31,,,,,,,,,,97.49377644426633,1.2427972255276254,,13.356,,,,,,,,,
1946-11-30,,,,,,,,,,98.67346729400045,1.2100165700407617,,13.4368,,,,,,,,,
1946-12-31,,,,,,,,,,99.975,1.319030071297278,17.091424422009304,13.5176,,,,,,,,,
1947-01-31,,,,,,,,,,101.40088806953395,1.426244630691631,17.05576736577601,13.6792,,,,,,,,,
1947-02-28,,,,,,,,,,102.76131928341502,1.3416363897603922,17.11413449162722,13.76,,,,,,,,,
1947-03-31,2182.681,,,,,,,,,104.29,1.4876032414189666,17.206113733423244,13.8407,,,,,,,,,
1947-04-30,2184.3230400341713,,,,,,,,,105.74627369638596,1.396369447105128,17.267053414648625,13.733,,,,,,,,,
1947-05-31,2181.600910450226,,,,,,,,,107.22810669003975,1.4013098919290146,17.29912551059836,13.7869,,,,,,,,,
1947-06-30,2176.892,,,,,,,,,108.653,1.3288431120761501,17.3117826795798,13.7869,,,,,,,,,
1947-07-31,2172.182542813473,,,,,,,,,110.12815297932846,1.3576734920604627,17.319756555988608,13.7061,,,,,,,,,
1947-08-31,2169.969935843332,,,,,,,,,111.61264067766517,1.3479638568126617,17.3456131135292,13.7869,,,,,,,,,
1947-09-30,2172.432,,,,,,,,,113.063,1.2994579409006501,17.41071892166943,13.8946,,,,,,,,,
1947-10-31,2181.0969121728763,,,,,,,,,114.57441868803633,1.3367933701001533,17.51972573709295,14.0292,,,,,,,,,
1947-11-30,2193.2229638418708,,,,,,,,,116.02359275984449,1.2648321400206886,17.58337468181679,14.2177,,,,,,,,,
1947-12-31,2206.452,,,,,,,,,117.474,1.2500968170824356,17.503375843961,14.2716,,,,,,,,,
1948-01-31,2218.0033568675776,,,,,,,,,118.85467107075878,1.1752992753790492,17.21265299891279,14.3524,,,,,,,,,
1948-02-29,2228.07111964738,,,,,,,,,120.10494652006857,1.0519363168868923,16.877583275103667,14.3793,,,,,,,,,
1948-03-31,2239.682,2.6115130887197857,,,,,,,,121.432,1.1049115947191268,16.436858759229068,14.2177,,,,,,,,,
1948-04-30,2252.6893302734225,3.1298617002264217,,,,,,,,122.7326371152649,1.0710826761190617,16.06332102788741,14.2447,,,,,,,,,
1948-05-31,2266.1300242842667,3.874636897570616,,,,,,,,124.08600577378321,1.102696634186473,15.7215301138105,14.487,,,,,,,,,
1948-06-30,2276.69,4.584425869542463,,,,,,,,125.389,1.050073469680557,15.403164201632702,14.6755,,,,,,,,,
1948-07-31,2283.3180215549983,5.116304755749468,,,,,,,,126.71999197858139,1.0614902252840341,15.065937773756444,14.6755,,,,,,,,,
1948-08-31,2286.9858150453606,5.392511539868483,,,,,,,,128.05841373015753,1.0562041006144884,14.734686817407528,14.6216,,,,,,,,,
1948-09-30,2289.77,5.401227748440474,,,,,,,,129.39,1.0398272405969022,14.440621600346692,14.5139,,,,,,,,,
1948-10-31,2293.1287947188575,5.136492648296476,,,,,,,,130.81065930451388,1.097966847912435,14.170912497217758,14.6217,,,,,,,,,
1948-11-30,2294.8996753745682,4.635949614287749,,,,,,,,132.14946957691822,1.0234718481830551,13.898791128156528,14.4332,,,,,,,,,
1948-12-31,2292.364,3.893671831519563,,,,,,,,133.391,0.9394895242913703,13.549381139656425,14.2985,,,,,,,,,
1949-01-31,2283.6423158635744,2.9593714902531376,,,,,,,,134.4174191827871,0.7694815863042548,13.093930572373736,14.1639,,,,,,,,,
1949-02-28,2272.7096280054166,2.00345976232128,,,,,,,,135.21690305842486,0.5947769868654973,12.582293216234186,14.0292,,,,,,,,,
1949-03-31,2260.807,0.9432142598815307,,,,,,,,136.058,0.6220353539762025,12.04460109361618,13.76,,,,,,,,,
1949-04-30,2252.6696714011714,-0.0008726845724726928,,,,,,,,136.90656560442676,0.6236793164876575,11.548622128806985,13.6792,,,,,,,,,
1949-05-31,2249.5878467820326,-0.7299747730697304,,,,,,,,137.8283106789557,0.6732657929585217,11.074822514817328,13.4907,,,,,,,,,
1949-06-30,2253.128,-1.0349235073725427,,,,,,,,138.754,0.6716249488107895,10.658829721905416,13.4638,,,,,,,,,
1949-07-31,2263.360742700108,-0.8740472709666158,,,,,,,,139.72677822229554,0.701081210124066,10.264194339526632,13.4368,,,,,,,,,
1949-08-31,2273.7833542786616,-0.5772865174695996,,,,,,,,140.66400237179712,0.6707548556015075,9.843623916974241,13.5715,,,,,,,,,
1949-09-30,2276.424,-0.5828532996763891,,,,,,,,141.48,0.5801040880708541,9.343844191977734,13.7061,,,,,,,,,
1949-10-31,2267.2617504573336,-1.1280240482390957,,,,,,,,142.22232952163637,0.5246886638651249,8.723807584026687,13.1945,,,,,,,,,
1949-11-30,2256.5975347618964,-1.6690115486821977,,,,,,,,143.0310853131145,0.5686559868611107,8.234324186872776,13.5446,,,,,,,,,
1949-12-31,2257.352,-1.5273316105121282,,,,,,,,144.206,0.8214400976636949,8.107743400979084,13.7869,,,,,,,,,
1950-01-31,2279.4297947978125,-0.1844650117270641,,,,,,,,145.89032012166226,1.1679958681762637,8.535278395186086,14.0292,,,17.049999237060547,,,,,,
1950-02-28,2310.7626206799896,1.674344676753492,,,,,,,,147.70757917920113,1.2456337445989618,9.237510871979726,14.0831,,,17.219999313354492,0.009921300142356801,,,,,
1950-03-31,2346.104,3.7728563296203443,,,,,,,,149.809,1.42268990696095,10.10671919328523,14.5409,,,17.290000915527344,0.00405689352176145,,,,,
1950-04-30,2372.164173486313,5.304572774348015,,,,,,,,151.74530084130132,1.2925130274558327,10.838585550198587,15.0255,,,17.959999084472656,0.03801865925168104,,,,,
1950-05-31,2394.279932305315,6.431937553817257,,,,,,,,153.6546152132203,1.2582362427919769,11.482622442590129,15.3756,,,18.780000686645508,0.04464549844456746,,,,,
1950-06-30,2417.682,7.3033578207718275,,,,,,,,155.474,1.1840742852110342,12.050103060091955,15.8334,,,17.690000534057617,-0.05979297198121319,,,,,
1950-07-31,2448.619196526358,8.185105022420913,,,,,,,,157.37624572805714,1.2235137245180328,12.631413770725143,16.345,,,17.84000015258789,0.008443597343499566,,,,,
1950-08-31,2482.196519697102,9.165920096400626,,,,,,,,159.30805878456712,1.2275124797729076,13.254319583123198,16.8566,,,18.420000076293945,0.03199389926407254,,,,,
1950-09-30,2511.127,10.31016190305496,,,,,,,,161.202,1.1888546190836902,13.939779474130631,16.7489,,,19.450000762939453,0.05441007432106467,,,,,
1950-10-31,2532.7125883733365,11.707992597787097,,,,,,,,163.17310981427315,1.2227576669477713,14.731006279467195,16.8566,,,19.530000686645508,0.004104670756953797,,,,,
1950-11-30,2547.292666091604,12.882010498180406,,,,,,,,165.05593422500712,1.1538815512415201,15.398644891547342,16.8297,,,19.510000228881836,-0.0010246136805534764,,,,,
1950-12-31,2559.214,13.37239384907627,,,,,,,,166.929,1.1348066846475824,15.757319390316638,17.1259,,,20.43000030517578,0.04607725740062688,,,,,
1951-01-31,2570.8114866044766,12.783095687863021,,,,,,,,168.69836438581981,1.0599502697672847,15.633692657016084,17.1797,,,21.65999984741211,0.05846281076099837,,,,,
1951-02-28,2581.5887005776167,11.720203428681518,,,,,,,,170.24062488337907,0.9142118853221692,15.255172300156982,17.2875,,,21.799999237060547,0.00644270026966121,,,,,
1951-03-31,2593.967,10.564876919352262,,,,,,,,171.94,0.9982195012413042,14.772810712307006,17.3682,,,21.479999542236328,-0.014787686468314241,,,,,
1951-04-30,2606.6736801305724,9.885888559711553,,,,,,,,173.61469413747878,0.9739991494002398,14.411908095295134,17.3952,,,22.43000030517578,0.04327711380830798,,,,,
1951-05-31,2621.583482259609,9.49360794814984,,,,,,,,175.3535957401926,1.001586652185571,14.121919147603545,17.3413,,,21.520000457763672,-0.04141660557268418,,,,,
1951-06-30,2638.898,9.149921288242213,,,,,,,,177.007,0.9428972658519941,13.849904164040305,17.2605,,,20.959999084472656,-0.0263669407920287,,,,,
1951-07-31,2659.8992222120364,8.62853750331627,,,,,,,,178.66965146535154,0.9393139623582902,13.53025397116725,16.9913,,,22.399999618530273,0.06644512605799474,,,,,
1951-08-31,2679.8751234119504,7.96385790352212,,,,,,,,180.36401837342572,0.9483238446921005,13.217133991528108,16.8297,,,23.280000686645508,0.038533710527223035,,,,,
1951-09-30,2693.259,7.252998354921925,,,,,,,,182.13,0.979120803861222,12.982469200133995,16.9374,,,23.260000228881836,-0.000859495427652545,,,,,
1951-10-31,2697.79695105242,6.518085132790796,,,,,,,,184.1062874032981,1.0850971302356127,12.828815736153775,16.9105,,,22.940000534057617,-0.013853021948813254,,,,,
1951-11-30,2697.603727153943,5.900816308357926,,,,,,,,185.8935961713484,0.9708026777679235,12.624606345831246,17.0451,,,22.8799991607666,-0.00261900515003773,,,,,
1951-12-31,2699.156,5.468163272004611,,,,,,,,187.253,0.7312806124846416,12.175236178255421,17.1528,,,23.770000457763672,0.03816117079832987,,,,,
1952-01-31,2707.148064400297,5.303250685871697,,,,,,,,187.9263251963398,0.3595804587054996,11.397834757037062,17.3413,,,24.139999389648438,0.015445889755414078,,,,,
1952-02-29,2717.8201710877456,5.277040083094864,,,,,,,,188.37359665332826,0.23800362004693376,10.651377591201229,17.449,,,23.260000228881836,-0.03713503345489295,,,,,
1952-03-31,2727.954,5.165331710079579,,,,,,,,189.293,0.4880744239139645,10.09247411887868,17.5029,,,24.3700008392334,0.0466177451436003,,,,,
1952-04-30,2733.0237964727503,4.847178122266871,,,,,,,,191.0444686614443,0.9252685843873287,10.039342931516826,17.3413,,,23.31999969482422,-0.04404155367841494,,,,,
1952-05-31,2734.3169269138707,4.300204262695995,,,,,,,,193.37481391516778,1.219792056818525,10.27707364591246,17.1798,,,23.860000610351562,0.022892093854453045,,,,,
1952-06-30,2733.8,3.5962738991806464,,,,,,,,195.577,1.1388174293464726,10.491110521052827,17.0182,,,24.959999084472656,0.045071064571140226,,,,,
1952-07-31,2734.001344339968,2.7858996126291835,,,,,,,,197.39284101035568,0.9284532487744857,10.479222067903926,16.7489,,,25.399999618530273,0.01747465218455269,,,,,
1952-08-31,2739.225806137729,2.2146809083482433,,,,,,,,199.03024844518956,0.8295171326643924,10.349198382305547,17.826,,,25.030000686645508,-0.014674026129414324,,,,,
1952-09-30,2753.517,2.2373637292217197,,,,,,,,200.88,0.9293821262147617,10.294844341953556,18.4723,,,24.540000915527344,-0.019770656286265887,,,,,
1952-10-31,2780.3068292168937,3.0584169105938974,,,,,,,,203.3434034922727,1.226305999737498,10.448918589528834,18.6608,,,24.520000457763672,-0.0008153468533153804,,,,,
1952-11-30,2812.33315342103,4.25301259455666,,,,,,,,205.88830047175344,1.251526696108174,10.755994134394387,19.0378,,,25.65999984741211,0.04544422350396114,,,,,
1952-12-31,2843.941,5.364084180388229,,,,,,,,208.132,1.089765432569778,11.150155137701411,19.1455,,,26.56999969482422,0.03484939504503147,,,,,
1953-01-31,2867.889972863226,5.937684405841237,,,,,,,,209.61698753361037,0.7134835266130901,11.542109555225322,19.1993,,,26.3799991607666,-0.007176632810071341,,,,,
1953-02-28,2883.5901106629008,6.099371155554034,,,,,,,,210.63988444549912,0.4879837860110259,11.820280648539306,19.307,,,25.899999618530273,-0.018363161498992146,,,,,
1953-03-31,2896.811,6.189877102033248,,,,,,,,211.975,0.6338379637909064,11.982482183704612,19.4686,,,25.290000915527344,-0.023833857093897643,,,,,
1953-04-30,2907.2666376102634,6.375460080603457,2.83,,,,,,,213.8537472270408,0.8863060394106892,11.939250963615965,19.5494,,,24.6200008392334,-0.026849942039261075,,,,,
1953-05-31,2915.232751861699,6.616490691590071,3.05,,,,,,,216.10544917011163,1.0529167584238275,11.754703104674036,19.6571,,,24.540000915527344,-0.0032546782534549324,,,,,
1953-06-30,2919.206,6.781988440997866,3.11,,,,,,,218.127,0.9354464858019718,11.529985632257379,19.5763,,,24.139999389648438,-0.01643428620475838,,,,,
1953-07-31,2918.5902181395145,6.751601427764076,2.93,,,,,,,219.70850637661965,0.7250392553969309,11.305205017588872,19.8187,,,24.75,0.024955298629140338,,,,,
1953-08-31,2912.9850139021682,6.343369260580878,2.95,,,,,,,220.9540952035195,0.5669279025386054,11.015334065850556,19.7109,,,23.31999969482422,-0.05951414061884776,,,,,
1953-09-30,2902.785,5.420994313817573,2.87,,,,,,,222.132,0.5330993278923168,10.579450418160107,19.307,,,23.350000381469727,0.0012856520560878203,,,,,
1953-10-31,2887.930329706374,3.8709217039830657,2.66,,,,,,,223.51607316951805,0.6230858991581822,9.920493771027061,19.1455,,,24.540000915527344,0.04970747613837789,,,,,
1953-11-30,2872.3803146781624,2.135136841241181,2.68,,,,,,,224.8061824750254,0.5771886053710817,9.188420109314265,18.6877,,,24.760000228881836,0.008924980470093992,,,,,
1953-12-31,2858.845,0.5240615047921171,2.59,,,,,,,225.767,0.4273981766855339,8.472988295889138,18.2299,,,24.809999465942383,0.0020173191173965465,,,,,
1954-01-31,2850.6969598262367,-0.5995004410794813,2.48,,,,,,,226.1691881500988,0.17814301917409292,7.896402296037386,18.0953,,,26.079999923706055,0.04992195795526299,,,,,
1954-02-28,2847.057610865929,-1.2669102887363448,2.47,,,,,,,226.38238142520575,0.09426274058403905,7.473654394156215,18.1492,,,26.149999618530273,0.0026804417901084396,,,,,
1954-03-31,2845.192,-1.7819250203068182,2.37,,,,,,,226.957,0.2538265439106624,7.067814600778388,18.0414,,,26.940000534057617,0.02976301488300329,,,,,
1954-04-30,2844.1628562064634,-2.170553625438032,2.29,,,,,,,228.20853539427702,0.5514416362029095,6.712432376504607,17.9337,,,28.260000228881836,0.04783519454934345,,,,,
1954-05-31,2844.750202691346,-2.417733168143843,2.37,,,,,,,229.99175673118512,0.7813999304746577,6.42570912228253,18.0414,,,29.190000534057617,0.032378817806407174,,,,,
1954-06-30,2848.305,-2.4287768660382403,2.38,,,,,,,231.822,0.7957864641879642,6.278452461180861,18.0953,,,29.209999084472656,0.0006848818947735351,,,,,
1954-07-31,2856.0804320636034,-2.1417801542471637,2.3,,,,,,,233.54829683123782,0.7446647993882394,6.299160047492336,18.1222,,,30.8799991607666,0.05559761292262095,,,,,
1954-08-31,2867.3334737925275,-1.567173874625849,2.36,,,,,,,235.2783677005588,0.7407764872595646,6.482917858501458,18.0953,,,29.829999923706055,-0.0345941020102953,,,,,
1954-09-30,2880.482,-0.7683311027168682,2.38,,,,,,,237.222,0.8260990240781085,6.793258062773488,18.1222,,,32.310001373291016,0.07986222637096421,,,,,
1954-10-31,2895.809616899488,0.27283508580746574,2.43,,,,,,,239.65583287055372,1.025972662971264,7.220849700949716,18.3377,,,31.68000030517578,-0.01969124576069774,,,,,
1954-11-30,2913.603631157678,1.4351621987123364,2.48,,,,,,,242.0882311332205,1.0149547513748969,7.687532641641215,18.6338,,,34.2400016784668,0.07770902371488363,,,,,
1954-12-31,2936.852,2.728619424977574,2.51,,,,,,,244.211,0.8768575229133546,8.16948446850072,18.8762,,,35.97999954223633,0.049568615505478746,,,,,
1955-01-31,2965.702690197842,4.034302207226381,2.61,,,,,,,245.67394947942475,0.5990514266043467,8.62396928992002,19.307,,,36.630001068115234,0.01790439015063639,,,,101.4621,
1955-02-28,2993.283649256486,5.136040726133495,2.65,,,,,,,246.91592698465206,0.5055389502464536,9.070293116529648,19.5494,,,36.7599983215332,0.0035426458770461454,,,,101.8179,
1955-03-31,3020.746,6.170198707152275,2.68,,,,,,,248.948,0.8229817493604852,9.68950065430898,20.0071,,,36.58000183105469,-0.004908558808455829,,,4.733333,102.1122,
1955-04-30,3040.8049412554624,6.913882748306466,2.75,,,,,,,252.05599184395297,1.248450216090502,10.44985298576786,20.2495,,,37.959999084472656,0.03703125660462635,,,4.670391068109439,102.319,
1955-05-31,3056.5318983888983,7.444649990610452,2.76,,,,,,,255.88352195339442,1.5185237539645735,11.257692706122358,20.5726,,,37.90999984741211,-0.00131802412027466,,,4.546510940356662,102.438,
1955-06-30,3069.91,7.780241231188367,2.78,,,,,,,259.377,1.3652610453133818,11.886274814297181,20.5996,,,41.029998779296875,0.07908855119937695,,,4.4,102.4766,
